date,open,high,low,close,volume
2021-08-30,369.66,378.52,367.64,377.7,13547300
2021-08-31,376.99,379.78,375.85,376.43,12345400
2021-09-01,376.63,381.34,375.86,379.08,11567200
2021-09-02,378.53,378.78,371.15,372.36,14832900
2021-09-03,371.83,374.22,370.2,373.33,7509600
2021-09-07,372.95,379.98,370.24,379.2,10793800
2021-09-08,377.2,377.9,371.87,374.63,11067200
2021-09-09,374.7,376.87,373.64,375.06,9098900
2021-09-10,378.39,380.8,375.31,375.74,11549600
2021-09-13,378.71,378.78,371.44,373.58,13026300
2021-09-14,374.46,375.64,372.19,373.6,8711600
2021-09-15,374.06,374.62,364.81,371.01,17940300
2021-09-16,369.89,370.65,366.83,370.16,11934200
2021-09-17,368.52,368.52,358.77,361.88,26299000
2021-09-20,356.5,358.22,347.08,352.93,19822800
2021-09-21,355.71,357.24,352.42,354.7,11751900
2021-09-22,344.53,347.12,338.04,340.54,43692900
2021-09-23,342.67,346.95,340.33,343.27,21806300
2021-09-24,340.57,351.59,339.7,350.21,18801900
2021-09-27,347.09,352.38,344.38,350.83,15205800
2021-09-28,345.26,346.88,336.28,338.0,21710300
2021-09-29,340.48,342.54,336.24,336.97,14452200
2021-09-30,337.8,340.13,335.52,336.75,16547100
2021-10-01,338.95,342.33,336.0,340.34,14905300
2021-10-04,332.92,333.32,320.19,323.69,42885000
2021-10-05,326.02,332.57,323.62,330.37,35377900
2021-10-06,327.17,331.78,323.26,331.04,26443000
2021-10-07,334.38,336.2,326.42,326.66,28307500
2021-10-08,328.93,330.8,326.15,327.48,15946100
2021-10-11,325.08,327.89,322.78,322.92,14708200
2021-10-12,320.51,321.85,314.9,321.25,31658700
2021-10-13,324.42,324.45,320.15,322.01,14761500
2021-10-14,325.8,327.95,324.55,325.97,14302200
2021-10-15,326.12,326.51,320.0,322.23,21596400
2021-10-18,326.39,333.27,324.95,332.73,21585000
2021-10-19,337.01,339.79,334.65,337.34,18786300
2021-10-20,340.78,341.3,336.81,338.13,13639500
2021-10-21,337.63,339.64,335.17,339.22,16354400
2021-10-22,323.81,327.06,318.61,322.08,35224500
2021-10-25,317.81,326.99,317.23,326.13,38409000
2021-10-26,325.7,327.64,307.19,313.35,65654000
2021-10-27,311.74,316.76,309.63,309.79,29971800
2021-10-28,310.55,322.99,305.71,314.45,50806800
2021-10-29,317.7,323.46,317.11,321.05,37059400
2021-11-01,323.5,330.85,323.46,327.41,31518900
2021-11-02,328.8,332.18,321.28,325.53,28353000
2021-11-03,324.94,329.56,320.68,329.04,20786500
2021-11-04,331.41,334.64,330.06,333.23,22495300
2021-11-05,337.66,344.09,337.0,338.47,26872800
2021-11-08,341.74,342.11,335.71,335.98,18342500
2021-11-09,337.35,338.65,331.87,332.76,17556700
2021-11-10,329.9,330.6,322.98,325.09,21872600
2021-11-11,327.25,329.87,324.45,325.19,12376600
2021-11-12,327.61,339.2,327.21,338.24,25414300
2021-11-15,341.66,350.9,340.53,344.85,25076600
2021-11-16,341.15,343.95,338.22,340.29,18181100
2021-11-17,341.56,344.6,337.45,338.12,13602800
2021-11-18,337.07,339.79,332.69,336.05,17487200
2021-11-19,339.54,349.36,337.25,342.61,26488500
2021-11-22,346.33,351.07,337.86,338.35,27116800
2021-11-23,336.29,338.74,330.9,334.62,17225000
2021-11-24,333.38,339.12,330.22,338.4,13566200
2021-11-26,333.19,335.12,329.32,330.53,14750700
2021-11-29,334.27,338.02,332.7,335.4,16650900
2021-11-30,332.39,333.2,320.91,321.93,25390000
2021-12-01,327.72,327.93,307.87,308.18,30329600
2021-12-02,308.98,312.15,304.81,307.97,24396200
2021-12-03,311.29,311.31,297.17,304.45,27471000
2021-12-06,305.73,317.61,303.95,315.39,21758300
2021-12-07,319.07,324.0,318.5,320.3,18794000
2021-12-08,322.47,330.16,320.55,327.99,19937700
2021-12-09,326.97,333.51,325.45,327.25,16879200
2021-12-10,329.97,332.42,323.83,327.18,14528000
2021-12-13,328.37,338.43,327.02,331.89,22948700
2021-12-14,325.5,333.09,325.1,331.14,20461000
2021-12-15,329.9,339.45,321.46,339.0,24681300
2021-12-16,336.34,341.78,331.14,332.29,22635000
2021-12-17,330.21,334.49,328.17,331.19,40012600
2021-12-20,327.21,327.33,320.02,322.92,17901800
2021-12-21,323.87,333.38,321.23,331.6,16116800
2021-12-22,331.2,331.91,325.7,327.88,16764600
2021-12-23,327.53,334.05,325.8,332.63,13987700
2021-12-27,336.21,345.16,335.38,343.48,17795000
2021-12-28,343.93,349.96,342.51,343.52,16637600
2021-12-29,344.21,346.97,338.98,340.27,10747000
2021-12-30,341.32,344.53,340.55,341.68,10593300
2021-12-31,340.35,340.77,333.65,333.73,12870500
2022-01-03,335.67,338.42,334.56,335.9,14537900
2022-01-04,337.3,340.42,329.29,333.91,15998000
2022-01-05,330.43,333.15,321.32,321.65,20564500
2022-01-06,320.31,336.53,320.21,329.87,27962800
2022-01-07,330.15,334.38,326.32,329.21,14722000
2022-01-10,322.78,325.78,312.97,325.52,24942400
2022-01-11,324.24,332.02,322.75,331.77,16226800
2022-01-12,332.57,333.75,327.46,330.67,14104900
2022-01-13,332.37,333.02,323.22,323.94,14797100
2022-01-14,319.28,330.14,318.71,329.32,16868500
2022-01-18,320.77,321.69,315.17,315.67,22645600
2022-01-19,317.09,324.55,316.84,317.1,20814700
2022-01-20,321.38,325.27,313.52,314.1,16925000
2022-01-21,312.36,315.83,300.68,300.81,28710700
2022-01-24,295.52,307.12,286.76,306.31,38878100
2022-01-25,297.61,303.85,295.26,297.81,25108500
2022-01-26,304.62,305.12,288.59,292.34,28348800
2022-01-27,295.43,299.36,291.97,292.35,21629900
2022-01-28,293.32,299.55,290.75,299.36,21871600
2022-01-31,298.34,311.35,296.99,310.82,21579500
2022-02-01,312.11,317.17,309.69,316.52,18023800
2022-02-02,325.27,325.45,314.4,320.48,58458300
2022-02-03,242.75,246.07,233.91,235.91,188119900
2022-02-04,233.14,240.72,228.32,235.24,89342200
2022-02-07,235.85,236.44,222.27,223.16,88613800
2022-02-08,219.13,224.01,214.47,218.47,94729700
2022-02-09,222.45,231.55,220.48,230.19,86563300
2022-02-10,226.49,233.17,224.93,226.29,49310400
2022-02-11,226.68,228.63,217.07,217.84,46156900
2022-02-14,217.6,219.28,213.11,216.0,38184000
2022-02-15,218.75,219.43,213.39,219.28,42685500
2022-02-16,210.76,215.77,210.71,214.85,45817500
2022-02-17,212.35,215.81,205.55,206.09,38747500
2022-02-18,207.76,209.11,203.58,204.55,37128400
2022-02-22,200.76,205.86,198.5,200.51,39852400
2022-02-23,202.57,205.33,196.51,196.9,44481400
2022-02-24,189.57,206.73,188.74,205.98,49957200
2022-02-25,203.34,209.67,201.6,208.84,37627600
2022-02-28,206.06,211.49,205.22,209.39,34239800
2022-03-01,208.24,210.1,200.65,201.91,27094900
2022-03-02,203.19,207.52,200.45,206.49,29452100
2022-03-03,207.39,207.45,199.85,201.39,27263500
2022-03-04,200.79,204.29,197.24,198.5,32130900
2022-03-07,199.23,199.33,185.82,186.01,38560600
2022-03-08,186.39,195.17,184.66,188.81,37508100
2022-03-09,194.22,197.55,192.41,196.95,31894700
2022-03-10,193.32,194.75,189.58,193.69,24853000
2022-03-11,191.14,192.05,185.22,186.15,34694500
2022-03-14,185.57,190.79,184.37,185.18,31010500
2022-03-15,189.31,190.78,184.46,190.53,31721700
2022-03-16,193.18,202.14,193.01,202.04,40640300
2022-03-17,200.13,206.42,199.54,206.22,29499700
2022-03-18,205.09,215.11,204.4,214.8,52128000
2022-03-21,212.83,213.04,206.01,209.84,30142300
2022-03-22,209.72,217.75,208.54,214.96,31998800
2022-03-23,211.67,215.11,210.51,211.8,23717300
2022-03-24,213.33,218.95,213.12,217.86,31502300
2022-03-25,218.79,223.74,217.19,220.09,40039000
2022-03-28,220.4,222.3,217.83,221.85,26224100
2022-03-29,224.31,229.09,223.54,228.07,31417900
2022-03-30,227.13,229.35,224.94,226.08,25588000
2022-03-31,226.67,226.71,220.53,220.63,24192300
2022-04-01,222.8,225.51,220.97,223.1,19544800
2022-04-04,224.22,232.53,224.1,232.07,28054800
2022-04-05,232.26,235.02,229.22,230.03,29727200
2022-04-06,225.14,227.21,219.69,221.56,28995100
2022-04-07,222.19,223.76,216.86,221.21,21037200
2022-04-08,220.65,223.38,218.32,220.6,18375700
2022-04-11,216.72,218.89,213.54,214.77,20516600
2022-04-12,218.53,220.3,211.47,212.47,20128800
2022-04-13,210.17,214.92,209.68,213.32,19231800
2022-04-14,213.22,213.32,208.36,208.54,18379500
2022-04-18,208.36,211.72,206.68,209.13,16580800
2022-04-19,208.88,216.73,207.37,215.62,20089900
2022-04-20,211.95,212.49,197.37,198.86,43036500
2022-04-21,200.03,201.39,184.14,186.61,49954100
2022-04-22,188.89,191.22,181.84,182.68,36426800
2022-04-25,181.31,185.72,180.25,185.53,29281100
2022-04-26,185.18,185.73,178.1,179.54,31747400
2022-04-27,173.07,179.8,167.68,173.59,71062900
2022-04-28,201.34,206.91,191.4,204.13,100890600
2022-04-29,202.87,210.83,198.34,198.91,49193400
2022-05-02,199.6,210.23,199.43,209.49,49915300
2022-05-03,208.81,213.23,206.47,210.38,41556300
2022-05-04,209.01,222.55,205.35,221.67,41375900
2022-05-05,217.04,218.46,204.55,206.66,41129200
2022-05-06,205.73,207.75,199.45,202.18,34747200
2022-05-09,198.28,200.99,194.06,194.68,36303200
2022-05-10,197.96,201.38,192.68,196.11,34452500
2022-05-11,194.8,199.11,186.8,187.27,31153400
2022-05-12,185.6,196.51,183.34,189.75,38262200
2022-05-13,191.08,198.33,189.79,197.07,24549800
2022-05-16,195.52,203.77,194.4,198.48,27112600
2022-05-17,200.55,203.86,196.82,201.04,24872700
2022-05-18,198.44,199.43,190.14,190.74,23960000
2022-05-19,189.71,193.77,188.12,189.8,24446900
2022-05-20,193.45,196.37,186.41,192.03,31465600
2022-05-23,193.67,195.46,189.75,194.7,25059200
2022-05-24,179.14,182.25,174.74,179.87,50406300
2022-05-25,179.0,184.01,177.92,182.4,28030200
2022-05-26,181.46,191.33,180.84,190.14,23056500
2022-05-27,189.87,193.81,188.32,193.61,22562700
2022-05-31,193.37,196.06,190.51,192.13,26131100
2022-06-01,194.98,197.98,183.56,187.17,36623500
2022-06-02,186.98,199.38,186.27,197.31,31951600
2022-06-03,194.45,195.08,188.3,189.29,19465000
2022-06-06,192.48,195.39,186.93,192.74,30574200
2022-06-07,190.44,195.0,190.0,194.13,18828700
2022-06-08,193.15,200.46,192.9,195.11,22267200
2022-06-09,192.77,197.9,182.25,182.57,23501600
2022-06-10,181.61,181.67,173.66,174.2,27450800
2022-06-13,169.26,171.24,162.75,162.98,31749300
2022-06-14,164.74,165.45,160.1,162.46,27244300
2022-06-15,165.9,170.82,162.7,168.03,30008300
2022-06-16,162.45,163.79,158.37,159.62,26944100
2022-06-17,160.42,164.61,158.65,162.47,31374200
2022-06-21,164.64,166.45,154.76,155.83,50724900
2022-06-22,157.15,159.54,154.23,154.64,47267800
2022-06-23,155.05,158.51,153.05,157.51,40499200
2022-06-24,160.47,168.92,160.04,168.84,68736000
2022-06-27,169.99,170.41,166.7,168.17,29174600
2022-06-28,168.58,169.97,159.36,159.43,27744500
2022-06-29,162.3,165.03,159.07,162.66,28595200
2022-06-30,160.89,163.94,157.26,159.99,35250600
2022-07-01,159.06,159.37,153.79,158.78,31423900
2022-07-05,156.91,166.94,155.8,166.88,28618600
2022-07-06,166.89,170.25,164.17,168.45,23085900
2022-07-07,168.13,171.38,166.47,170.85,24083400
2022-07-08,168.66,171.06,166.84,169.55,19249200
2022-07-11,165.77,166.19,160.65,161.61,21885600
2022-07-12,163.52,164.62,160.84,162.0,16639700
2022-07-13,158.91,163.7,158.37,162.22,16555100
2022-07-14,159.96,161.32,156.06,156.82,23765200
2022-07-15,159.29,163.7,158.58,163.42,23342800
2022-07-18,165.45,170.35,164.35,165.93,23574300
2022-07-19,169.04,175.12,168.19,174.41,25933700
2022-07-20,176.11,182.17,175.32,181.66,24784300
2022-07-21,179.22,182.42,177.48,181.74,27195800
2022-07-22,171.72,174.23,167.1,167.95,42583900
2022-07-25,167.68,169.24,163.53,165.35,26166300
2022-07-26,164.65,164.71,156.72,157.91,28468400
2022-07-27,161.32,169.54,160.76,168.26,43846600
2022-07-28,159.81,160.25,153.64,159.47,73214300
2022-07-29,156.46,158.89,153.96,157.86,42065400
2022-08-01,156.03,163.9,154.02,158.68,40596700
2022-08-02,157.08,160.98,156.78,158.94,27374500
2022-08-03,161.42,168.22,160.31,167.49,31721900
2022-08-04,166.99,170.81,165.5,169.24,23938200
2022-08-05,165.69,170.27,164.51,165.81,25832700
2022-08-08,166.69,176.13,165.83,168.92,27299100
2022-08-09,167.63,168.21,165.3,167.22,18655100
2022-08-10,174.62,179.07,172.6,176.95,30262100
2022-08-11,178.31,181.67,175.0,176.11,24079100
2022-08-12,179.4,180.05,177.52,179.09,21274000
2022-08-15,177.57,180.03,176.81,179.48,15878700
2022-08-16,178.04,179.58,175.66,178.07,21156700
2022-08-17,175.38,176.75,172.81,173.49,20118100
2022-08-18,172.98,174.39,170.52,173.3,18844500
2022-08-19,168.87,170.98,165.75,166.65,26240800
2022-08-22,164.2,164.2,161.0,161.78,19499700
2022-08-23,161.21,163.76,159.45,159.86,18111800
2022-08-24,159.35,164.17,158.53,161.99,20891500
2022-08-25,163.89,167.57,162.74,167.47,15550500
2022-08-26,167.17,169.59,160.41,160.52,24023600
2022-08-29,159.41,161.78,157.77,157.93,20052700
2022-08-30,159.1,160.4,154.7,155.94,19567900
2022-08-31,165.77,166.53,160.88,161.66,40953000
2022-09-01,162.31,166.06,159.1,164.07,30145700
2022-09-02,166.15,166.62,157.98,159.07,22634200
2022-09-06,158.85,160.43,156.46,157.31,19339800
2022-09-07,156.53,159.71,155.59,159.14,16831200
2022-09-08,157.47,160.97,156.51,160.8,22530800
2022-09-09,161.98,168.22,161.75,167.83,22086800
2022-09-12,166.09,170.06,165.98,167.64,23220400
2022-09-13,160.28,160.37,151.48,151.94,44444100
2022-09-14,152.14,152.34,147.89,150.29,43064200
2022-09-15,148.63,153.0,147.54,148.39,34606300
2022-09-16,146.9,147.42,143.17,145.15,40122800
2022-09-19,144.11,147.42,143.97,146.87,22169500
2022-09-20,144.64,147.68,144.09,144.95,23217400
2022-09-21,145.25,148.44,140.89,141.01,38338600
2022-09-22,140.45,143.45,139.77,141.71,34418500
2022-09-23,140.32,141.51,137.81,139.32,31710700
2022-09-26,139.03,141.13,135.13,135.31,30497000
2022-09-27,136.85,138.33,133.08,133.35,30826500
2022-09-28,133.57,140.92,133.22,140.51,32658500
2022-09-29,138.27,138.75,134.15,135.35,38985400
2022-09-30,134.99,139.89,134.44,134.62,33166400
2022-10-03,136.07,138.53,135.04,137.53,27723100
2022-10-04,139.4,141.28,138.26,139.19,34670700
2022-10-05,137.16,139.12,133.73,137.9,27979300
2022-10-06,136.65,140.35,135.54,137.99,36231100
2022-10-07,135.7,137.21,131.41,132.41,33214800
2022-10-10,132.51,135.05,130.84,132.75,24024000
2022-10-11,130.6,131.63,126.0,127.54,38481400
2022-10-12,127.32,128.66,125.27,126.51,34605200
2022-10-13,122.57,130.12,121.58,129.28,34325700
2022-10-14,129.98,130.76,125.53,125.77,23559400
2022-10-17,129.29,133.74,129.17,133.0,29612200
2022-10-18,136.02,136.77,130.38,131.77,25445000
2022-10-19,131.86,135.93,131.19,132.19,30691000
2022-10-20,131.89,135.71,130.29,130.51,26356300
2022-10-21,125.33,129.11,124.46,129.0,46348600
2022-10-24,126.26,132.44,123.6,128.71,63563400
2022-10-25,129.86,137.27,129.57,136.44,38433200
2022-10-26,130.65,134.49,127.53,128.81,82791500
2022-10-27,97.22,101.7,95.63,97.18,232316600
2022-10-28,98.8,100.06,96.75,98.43,95928300
2022-10-31,97.46,98.55,91.88,92.43,121361400
2022-11-01,93.6,96.73,92.82,94.46,110189600
2022-11-02,93.48,94.46,89.78,89.84,71821100
2022-11-03,89.38,89.76,87.72,88.22,60664000
2022-11-04,89.65,90.68,87.4,90.08,55638100
2022-11-07,94.04,96.13,92.38,95.97,81987300
2022-11-08,95.17,97.04,94.05,95.72,52088300
2022-11-09,100.93,104.08,99.96,100.68,107677300
2022-11-10,106.29,111.87,103.8,111.0,80671000
2022-11-11,108.38,114.01,107.96,112.14,59961700
2022-11-14,110.13,115.36,109.94,113.33,53395000
2022-11-15,115.17,117.82,113.52,116.17,50670500
2022-11-16,113.61,115.18,111.78,112.35,33287800
2022-11-17,109.55,111.46,108.95,110.58,35093800
2022-11-18,112.91,113.43,109.76,111.18,33357700
2022-11-21,110.65,111.5,108.34,109.0,24351100
2022-11-22,109.0,110.75,107.48,110.57,29029000
2022-11-23,110.85,111.79,109.87,111.37,21343100
2022-11-25,110.43,111.85,110.16,110.54,12007600
2022-11-28,109.92,111.17,107.54,107.93,23309400
2022-11-29,108.69,110.08,107.69,108.61,23899200
2022-11-30,108.66,117.24,108.53,117.18,43348600
2022-12-01,118.27,120.26,117.48,119.5,36551400
2022-12-02,116.91,123.07,116.69,122.53,39950500
2022-12-05,120.8,123.7,120.41,121.48,35474900
2022-12-06,118.98,119.61,112.85,113.23,43689200
2022-12-07,112.87,114.98,112.0,113.04,29461100
2022-12-08,115.48,116.43,113.7,114.43,30619400
2022-12-09,114.4,116.62,112.98,115.0,26033400
2022-12-12,114.28,114.82,112.26,113.82,24747100
2022-12-13,121.18,122.34,117.72,119.21,44701100
2022-12-14,118.46,123.17,118.46,120.64,36922000
2022-12-15,117.41,117.71,113.12,115.25,34531000
2022-12-16,119.29,122.35,117.89,118.5,67064000
2022-12-19,115.92,116.88,113.44,113.59,29769900
2022-12-20,112.38,116.42,111.58,116.18,28742500
2022-12-21,115.79,119.4,114.72,118.83,20392800
2022-12-22,116.29,117.7,113.49,116.21,23618100
2022-12-23,115.13,117.26,114.64,117.12,17796600
2022-12-27,117.01,117.68,115.15,115.97,21392300
2022-12-28,115.34,117.23,114.61,114.72,19612500
2022-12-29,115.49,120.09,114.87,119.32,22366200
2022-12-30,117.24,119.48,116.82,119.4,19583800
2023-01-03,121.86,125.39,121.33,123.77,35528500
2023-01-04,126.39,128.05,124.87,126.38,32397100
2023-01-05,125.15,127.52,123.57,125.95,25447100
2023-01-06,127.97,129.32,125.06,129.01,27584500
2023-01-09,130.14,131.91,128.27,128.46,26649100
2023-01-10,126.28,132.4,126.16,131.95,28684400
2023-01-11,129.94,132.81,129.33,131.86,25423000
2023-01-12,132.4,136.61,130.73,135.65,30757700
2023-01-13,133.92,136.32,133.79,135.91,22423800
2023-01-17,135.12,135.69,133.2,134.31,21147600
2023-01-18,134.75,136.18,131.77,131.98,20215500
2023-01-19,131.46,136.38,131.11,135.09,28625200
2023-01-20,134.83,138.85,133.56,138.28,28688600
2023-01-23,138.21,142.64,137.58,142.15,27470100
